rating,date,review,reviewer
10,2022-12-14 15:51,이번에도 개지리는 판도라의 경관,ball****
10,2022-12-17 20:57,이제 실제 사람만 나오는 영화는 감흥이 없을듯 합니다. ㅎ 창의적인 많은 볼거리와 가족애를 다룬 스토리에 푹 빠져서 봤습니다,eunj****
10,2022-12-16 17:53,묻지도 따지지도 말고 꼭! 극장가서 봐야하는 영화. OTT 따위 기다리다 OTL하는 당신을 보게 될 거임.,wano****
9,2022-12-16 01:14,빈약한 서사를 씹어먹는 스케일,ljw9****
10,2022-12-15 05:43,리마스터링 때 너무 좋았어서 첫날에 바로 봄.,pror****
10,2022-12-15 03:42,해양생물들 존나 귀엽네 ㅋㅋ,kims****
10,2022-12-15 13:10,아바타1 봤을 때만큼 재미있어요. 내용이 술술 지나가고 너무 재미있고 화면도 예쁘다보니 체감 런닝타임도 길지 않아요.,tami****
9,2022-12-14 22:45,화장실 갈 생각을 잊을정도로 볼만했는데 보다보니 참전하고 싶더라 열받아서,anti****
10,2022-12-14 19:28,기대하고 봤고 기대한 만큼 훌륭한 영화. 시간가는줄 몰랐고 4d관람 아주 만족!참고로 마스크에 안경에 향기에 눈이 엄청 건조했음 인공눈물 필수.,kyc0****
6,2022-12-31 01:23,스토리빈약 영상미로 3시간 러닝을 채우기에는 졸림,russ****
6,2022-12-22 10:17,영상미만 좋구 스토리가 너무 구려요...,raeg****
10,2022-12-16 00:46,개연성이 떨어진다는 후기보고 아이맥스 3D예매한거  취소할까 살짝 고민했는데 정말 후회할뻔했어요. 감정이입너무해서 제가 제이크설리인줄...  3시간이 훅갔어요. 좋다못해 경이로운영화.3편 언제나와요ㅠ인생최고영화.,bomb****
7,2022-12-18 13:19,"극장에서 볼 만한 영화임은 분명하지만, 전작의 압도적 경이로움을 선사하진 못한다. 애초에 불가능한 일일지도 모르지만.",cyom****
10,2022-12-15 04:29,영상미는 최곤데 스토리는 아쉽다던 사람들 많은데 난 스토리도 좋았음그냥 ㅈㄴ재밌다. 꼭들 보셈,jbfl****
7,2022-12-18 13:38,서사와 캐릭터는 날아가버리고 판도라의 풍경과 동물들만 남아있다. 카메론은 외계생태계 다큐를 만들고 싶었던걸까,uran****
10,2022-12-25 09:30,최소 아이맥스로 봐야 함,pyo2****
10,2022-12-24 23:27,아바타3 존버한다 최고,hhd7****
10,2022-12-20 00:26,"초등학교때 아바타를 보던 아이가 어느덧 23살이 되어 13년만에 나온 아바타2를 보내요. 말해뭐해 영상미 , 액션 신비로운 체험하러 영화관으로 오세요~",lees****
10,2022-12-16 23:49,"경이로운 영상미, 진짜 판도라라는 행성이 존재한다고 느끼게한다",beli****
10,2022-12-17 17:38,스쿠버다이빙 3시간 하고 온 기분. 바닷속 넘 예쁘고 자연과 생명의 소중함을 다시 한번 느끼게 해주는 영화. 3시간반? 시간 순삭. 3D로 또봐야지~,mijj****
8,2022-12-18 18:32,영화는  좋은데   화장실은  가야한다는 ㅜㅜ,resp****
10,2022-12-18 02:19,스토리가 아쉽다고는 하지만 그것 외에도 충분히 많은 것을 느끼고 볼 수 있는 영화다. 상상력의 끝이 무엇이냐고 말한다면 감히 이 영화를 언급할 것 같다..!,geek****
10,2022-12-17 18:25,영상이 너무 아름다워서 눈물나요,sss9****
10,2022-12-17 00:03,와 ㄹㅇ 아쿠아리움 본줄 배경이 너무 이쁨ㅠㅠ,tldi****
10,2022-12-16 22:25,3시간 동안 다녀오는 3차원 우주,dewt****
10,2022-12-14 22:56,"특별한 스토리는 아니지만,아이맥스 3D 영화관의 존재가치를 느끼게 해 준 최고의 영화. 감독님이 천재인 듯",casp****
8,2026-03-01 00:24,진따 영상 하나는 기가 맥히네 와,hgdp****
10,2026-03-01 00:18,영화 잘 봤습니다. 굿굿굿,minu****
6,2026-03-01 00:05,아바타 시리즈를 좋아하지 않는데도 왜 외면할 수 없을까,andr****
10,2026-02-28 23:53,3편중 가장좋아하는 물의 길,ange****
6,2026-02-28 23:45,큰 화면에서 보니 좋았음,sall****
6,2026-02-28 23:43,웅장하고 광활한 cg의 존재감 외에는 별 볼 일 없는,song****
10,2026-02-28 23:43,아바타는 꼭 특별관에서 보기를,kdl9****
10,2026-02-28 23:29,"인류가 사치스럽게 누리고 있는 영화라는 매체의 가장 극단적인 자만의 결과, 긍정적인 의미로",foxy****
8,2026-02-28 23:28,영상미 화려하고 스토리는 좀 지루함,jane****
10,2026-02-28 23:26,연기력이 보통 대단한게 아님,char****
8,2026-02-28 23:26,영상미는좋은데조금지루,yunj****
10,2026-02-28 23:23,CG 하나로도 표 값 하는 영화,l_y_****
10,2026-02-28 23:23,속편이 나오는 데 12년이 걸린 이유가 판도라 올로케 때문이었구나. 영화관의 존재 이유를 끝내주게 증명해 준 영화.,miss****
10,2026-02-28 23:21,나비족 섭외 어케했을까진짜,fl02****
4,2026-02-28 23:21,경이로운 수중 세계와 가족의 유대를 담은 시각적 혁명.,babo****
8,2026-02-28 23:18,기다린 만큼 기대했는데 기대를 뛰어넘는 영화였다 . . ♡,full****
10,2026-02-28 23:16,13년만에 다시 나옴내가 나이든 만큼(?)영화는 더 세련되어졌다 ㅎㅎ,won0****
10,2026-02-28 23:07,영상미 미쳤고 스토리도 흥미진진했다,qasd****
2,2026-02-28 23:04,쓰레기같다 기술력이야 대단하겠지만 특별하지 않고 사람을 화나게하는 스토리,cast****
8,2026-02-28 22:59,영화관에서 볼 가치가 있는 영상미,hwar****
8,2026-02-28 22:57,2편까진 좋았지.. 천만이 납득되는 명작,leeu****
7,2026-02-28 22:57,21세기 최고의 물 그래픽,ehah****
8,2026-02-28 22:44,긴 러닝타임과 평범한 스토리에도 불구하고 압도적인 cg와 영상미로 시간가는줄 모르고 봤어요,seoh****
10,2026-02-28 22:35,물의 길 부제 그대로 끝까지,mist****
10,2026-02-28 22:27,영화로서의 완성도가 높았다,haru****
10,2026-02-28 21:51,무조건 영화관에서 봐야함 씨지와 연출이 아름다워요,gold****
8,2026-02-28 21:45,재미있어요 재미있어요,mumu****
8,2026-02-28 21:44,잘봤어요 재밌었습니다,jke1****
8,2026-02-28 21:20,아바타 물의길 즐겁게 관람했습니다,cool****
9,2026-02-28 21:09,"아바타: 물의 길 (Avatar: The Way of Water, 2022)",alwa****
8,2026-02-28 20:59,잘 봤습니다. 별점으로 평가드릴게요.,reim****
8,2026-02-28 20:47,극장의 존재 이유. 마스터피스.,just****
10,2026-02-28 20:45,휼륭한 2부~ 역시 아바타는 아바타~,rebo****
6,2026-02-28 20:35,속편은 이제 안 봐도 될 것 같아요,seco****
10,2026-02-28 20:31,영상미랑 액션이 좋았어요!,ksjo****
10,2026-02-28 20:23,아바타1 이후 얼마나 기다렸던 2부였던가!,dark****
10,2026-02-28 20:20,볼만한 영화 재미있게 봤어요,aapp****
8,2026-02-28 20:19,전편의 서사 구조를 반복하는 단순한 가족 중심의 스토리가 3시간이 넘는 러닝타임을 견디게 하기엔 다소 평이함,real****
8,2026-02-28 20:09,좀 길긴 해도 진짜 그 세계로 간듯한 화려한 그래픽과 웅장한 전투씬. 역시 카메론 감독..,hjy6****
8,2026-02-28 20:05,정말 재밌게 보았던 것 같기도요,hcyo****
10,2026-02-28 19:53,영화관에서 봐야할 영화,sunn****
9,2026-02-28 19:23,아름다운 바다와 물.. 황홀한 cg,yuri****
10,2026-02-28 19:18,영화 잘 봤습니다 괜찮은 영화네요,star****
10,2026-02-28 19:18,인상깊게 잘 봤습니다!,jama****
8,2026-02-28 19:10,물 좋아해서 씨지보는 재미가 있었음. 스토리는 엄청 특별할 건 없지만 재밌는 스토리,shj8****
10,2026-02-28 18:57,이 영화에 개연성은 필요없다 영상미 하나로 완벽,dmfh****
9,2026-02-28 18:53,아바타 1 안보고가도 충분히 재미있게 봤습니다 이제 아이들도 나오는데 안타까운 일도 나오지만 액션신이나 다른 해양 생물들 나오는거 좋았어요 다음편이 기대되네요,mm80****
6,2026-02-28 18:52,새로운 부족과 아름다운 cg의 연속,bear****
7,2026-02-28 18:30,1편의 경이는 너무 오래되었다,gamb****
8,2026-02-28 18:21,좋은 영화 감사합니다!,tats****
8,2026-02-28 18:18,전작과는 또다른 압도적 화면,pers****
8,2026-02-28 18:14,물구경 실컷했어요 워터파크 갈 필요 x,uh06****
10,2026-02-28 18:02,재밌습니다 또보러 올게요,djds****
7,2026-02-28 17:57,영상미는 여전한데 너무 평면적인 시나리오가 흠.,mani****
8,2026-02-28 17:48,영상미는 좋다 영상미만 좋다,eunh****
10,2026-02-28 17:42,역시 훌륭한 감독의 훌륭한 작품임 추천함,kumi****
3,2026-02-28 17:00,기다림에 대한 보답은 커녕 발전조차 없는 영화,sybb****
8,2026-02-28 16:51,아바타는 영상미와 OST,uu77****
10,2026-02-28 16:41,아바타 물의길 재밌었어요,rose****
7,2026-02-28 16:37,너무 늦게 온 속편. 그래도 반갑다.,na4o****
8,2026-02-28 16:03,화려한 영상미가 좋았다,chgo****
8,2026-02-28 15:46,감독의 연출과 배우들의 연기가 좋았다.,kuyo****
10,2026-02-28 15:33,영화관에서 봐야하는 영화,rkfd****
9,2026-02-28 15:22,영화관에서 웅장하게 보면 좋은영화입니다.,karu****
8,2026-02-28 14:35,해양다큐 보는 줄...돌비시네마가 최적임,shou****
8,2026-02-28 14:26,과연 어디까지 발전할것인지 정말 궁금해지는~~ 그저 감탄하게 되네여~~~~,sala****
8,2026-02-28 14:05,볼거리는 여전히 화려하지만 부실한 스토리..,poos****
10,2026-02-28 13:34,볼건많아서좋았습니다,seul****
7,2026-02-28 13:32,감독의 독창적인 연출 방식이 돋보이며 색다른 영화적 체험을 제공했다.,kmki****
7,2026-02-28 13:02,전작과 비슷한 포맷인건 아쉬우나 화려한 영상미가 이를 커버한다!,yer3****
10,2026-02-28 12:53,시간가는중몰랐다 재밌음,asdf****
8,2026-02-28 12:34,영상미로 한시도눈을뗄수없게하는 영화,blue****
10,2026-02-28 12:18,말도안되게 좋은 영상미와 좋은 스토리 덕분에 3시간이 금방 지나갔습니다,sonn****
10,2026-02-28 12:11,바다를 느낄 수 있는 내 인생영화,fabi****
10,2026-02-28 12:00,영화 재밌게 보고 왔습니다!,hkyu****
9,2026-02-28 11:59,전편에서 완결성있던 이야기를 이렇게 풀어낸 것만해도 좋았어요.,yunc****
9,2026-02-28 11:53,cg가 이렇게까지 발전하다니,yhch****
8,2026-02-28 11:52,스토리는 뻔하지만 영상미가 좋아요,99my****
7,2026-02-28 11:49,아바타 : 물의 길 별점3.5 괜찮아요,scar****
10,2026-02-28 11:36,내용은 식상하지만 영상이 너무좋았어요,clos****
9,2026-02-28 11:29,재미있게 잘 봤습니다!!,geni****
10,2026-02-28 11:20,아바타 물의길 영상미가 좋습니다.,mmis****
4,2026-02-28 11:18,기대를 너무 많이 했는지 진짜 재미없었다... 뻔히 예상되는 스로티들,a673****
8,2026-02-28 11:14,"판도라의 물의 세상, 더 넓게 펼쳐지는 새로운 이야기들",daej****
8,2026-02-28 11:11,1편 안보고 봤는데 괜춘했네요,blac****
10,2026-02-28 10:08,1편만한 감동은 아니었지만 볼만함,fros****
10,2026-02-28 09:57,3d로 감상하는 동안 눈이 너무 호강했습니다. 감탄이 절로 나옵니다.,mhg0****
8,2026-02-28 09:43,제임스 카메론의 혁명적인 비주얼을 기술로 만들어 낸 판도라 행성의 경이로운 재회였다.,s00h****
9,2026-02-28 08:51,돌비 3d로 봤는데 진짜 선명하고 생생해서 내 눈앞에 나비족들이 존재하는거 같았음,alsw****
10,2026-02-28 07:53,어떻게 이런 물의 표현이 가능하지,song****
9,2026-02-28 07:05,아바타는 내용보다 영상미로,wjdw****
7,2026-02-28 06:56,1편이 역대급 비주얼이라 충격은 덜했지만 물표현은 정말 고트,wors****
8,2026-02-28 06:38,아바타 물의길 재밌게 잘봤습니다,xpre****
9,2026-02-28 04:35,cg가 너무 엄청남 아예 다른 세상을 만들어내고 거기서 물을 쓰는데 너무 자연스러움,bhjj****
10,2026-02-28 04:11,이 시리즈는 무조건 관람.,game****
7,2026-02-28 03:57,영상미는 정범에 달했는데 스토리 흡입력은 1보다 떨어졌다,ronz****
9,2026-02-28 03:32,바다풍경이 너무나 아름답고 3시간이 길게 안 느껴짐,dwoo****
10,2026-02-28 02:39,"아름다운 풍경, 콘텐츠가 따라가겠죠?",char****
8,2026-02-28 02:35,"살아남기 위해 떠나야 하는 긴 여정과 전투,그리고 견뎌내야 할 상처",lofl****
10,2026-02-28 02:26,아바타는 3d로 꼭 보세요,asd6****
8,2026-02-28 02:12,잘봤습니다 감사합니다,dino****
8,2026-02-28 02:05,영상미가 너무 좋은 영화입니다. 러닝타임이 좀 길어 루즈하긴했는데 특별관에서 보면 돈 아깝지 않은 영화입니다. 너무 웅장하고 아름다워서 감탄이 나오는 그런 영화입니다.,jiy2****
10,2026-02-28 01:42,아니 이게 가능하다고여? 아바타 1 처음봤을때의 어설픔이 1도 안남았어요,kaye****
9,2026-02-28 01:29,영상미 하나만큼은 진심 최고.,zart****
10,2026-02-28 01:06,재밌었어요 추천합니다,whit****
10,2026-02-28 01:02,아주 재미있게 잘  봤습니다,iyoo****
8,2026-02-28 00:53,cg 기술 발전의 놀라움을 보고 왔네요,cach****
10,2026-02-28 00:35,날 아바타에 미치게 만들어준 영화. 시리즈 통틀어 최고이지 않을까,shoo****
10,2026-02-28 00:31,스토리가 진부하다는 평에 걱정했는데 이 정도면 맛있게 요리한 영화같다 물 그래픽이 이렇게 화려하다니 저 세상 비쥬얼 영화. 가족영화로 너무 좋다,sh93****
10,2026-02-27 23:57,Cg 영상미 미쳤음 재밌있게 잘 봤습니다,tkss****
10,2026-02-27 23:47,연출에 영상미 너무 좋았음. 내가 추구하는 것이랑 비슷해서 공감함,oyou****
6,2026-02-27 23:45,제목이 전부인 영화 ㅋㅋ,fran****
10,2026-02-27 23:33,화면은 이쁘고 화려하고 실감나는데 내용은 딱히 몰입이 안됨. 안궁금하달까...,ji19****
9,2026-02-27 23:09,좋았어요! 좋았어요!,effy****
8,2026-02-27 22:23,부모님 보여드림. 잘보고오심,bye1****
8,2026-02-27 21:54,내용은 그럭저럭영상은 엄청나긴 한,mine****
6,2026-02-27 21:52,생생하게 몰디브 바다 체험하는 법,bine****
8,2026-02-27 21:46,인간은 미래에도 저기까지 가도 지긋지긋,nbnv****
10,2026-02-27 21:29,영화 엄청 재미있게 잘 봤습니다,kd14****
8,2026-02-27 21:22,꼭 다음 편으로 돌아와주세요,jeon****
6,2026-02-27 21:16,영화 잘 봤습니다...,aoe4****
8,2026-02-27 21:15,아바타는 영화 신기술의 교과서로 남을것.. 1편의 신비함을 2편에서도 볼 수 있어서 기쁨,kok0****
10,2026-02-27 20:29,엄청 잼있었고 영상미좋고 무엇보다 물과자연 힐링되는 영화였습니다. 강추!!,kjy5****
4,2026-02-27 19:34,진작에 싸웠으면 좀 더 상황이 나아지지 않았을까 싶었다. 인질을 도대체 몇 번을 잡히는지 스토리가 너무 지지부진했다. 영상은 정말 더할나위 없었지만 빛좋은 개살구 같았다.,ekwj****
9,2026-02-27 18:34,잘봤어요잘봤어요잘봤어요,ciga****
10,2026-02-27 17:53,진짜 재밌게 봤습니다.,chan****
8,2026-02-27 17:23,cg가 이렇게까지 구현된다고????!!?!,so41****
8,2026-02-27 15:59,뛰어난 영상미와 지나치게 긴 러닝타임,myba****
9,2026-02-27 14:50,영화 만드시느라 고생 많으셨습니다.,free****
8,2026-02-27 13:42,재밌게 잘 봤습니다 볼만해요,sewi****
10,2026-02-27 13:19,화면은 정말 아름답다...,goa2****
6,2026-02-27 13:00,눈이 호강했지만 영화보다는 다큐멘터리를 보는 느낌,dyk6****
10,2026-02-27 12:56,이번에는 바다쪽 배경이다. 시원시원하다.,ffqw****
10,2026-02-27 12:24,영상미 너무 좋고 아이맥스로 봐서 더 재밌었어요,haeu****
8,2026-02-27 10:42,CG력을 맘껏 뽐내고 싶어하셨던 거 같다. 스토리에 대한 깊이가 1보다 부족해보임,yama****
10,2026-02-27 10:39,눈으로 보는걸로 오감이 다 채워지는 기분,ajle****
10,2026-02-27 10:21,3D 영상으로 이 정도로 연출가능한점이 놀라웠고3D영상인데 배우들의 얼굴이 보이는것도 신기함,omni****
10,2026-02-27 10:18,길지만 재밌었어요! 3편도 기대되요,euge****
8,2026-02-27 09:25,전작과는 다른 새로운 풍경으로 펼쳐지는 마법,dbql****
8,2026-02-27 08:07,몰입감있게 재밌게 잘본영화,rkri****
7,2026-02-27 04:45,아우 시원하다 아바타도 가부장제구나,ygso****
6,2026-02-27 00:21,1과 간격이 너무 길어 그 전 내용이 잘 기억이 안남 인물 관계도가 헷갈렸음,rana****
8,2026-02-26 23:53,영화관에서 봐서 재밌게 잘 봤어요,didh****
7,2026-02-26 22:59,여전히 눈 부시는 화려한 그래픽부족한 서사와 편의주의적 전개를 가려주다,bjw1****
9,2026-02-26 22:56,꼭 영화관에서 봐야하는 영화,viol****
8,2026-02-26 21:23,영상미가 정말 미쳤는데 스토리만 어떻게 좀 개선이 되었으면 좋겠다.,kkh4****
10,2026-02-26 20:14,1편만큼이나 재밌었어요 마지막에 눈물났습니다,blue****
7,2026-02-26 16:51,제대로 된 영화 CG는 이런 거구나.,mstc****
6,2026-02-26 10:03,무난한 팝콘 영화 영상미는 좋음,chat****
10,2026-02-26 08:54,영화가 재미를 느낄만한 부분이 상당히 있네요.,szsu****
7,2026-02-26 01:13,"영화 아바타: 물의 길, 2022",cods****
8,2026-02-26 00:10,잘 모르겠다. 일단 남긴다.,1999****
8,2026-02-25 23:38,환상적인 수중 세계와 3D 영상이 압도적,inhw****
10,2026-02-25 22:17,영화 너무 재밌게 봤습니다,mart****
8,2026-02-25 21:20,본인이 만든 세계관을 너무나 사랑해버린,lime****
9,2026-02-25 17:38,아바타 물의 길 영화 재미있었어요 251,hers****
10,2026-02-25 16:04,물cg가 진짜 환상적이다. 이만큼 순도높은 물을 구현한 cg 는 당분간 없을 것 같다. 너무 자연스럽고 맑아서 남태평양 여행이 땡기는 영화,yeun****
10,2026-02-25 15:59,좋은 영화였습니다 잘봤어요,jxxm****
8,2026-02-25 15:51,3시간 넘어도 질리지 않는 몰입감 있는 속편이다,gmgj****
8,2026-02-25 14:34,잘 봤습니다 좋아요 :),wlsn****
9,2026-02-25 13:02,물 CG 만드는데 얼마 들었을까 궁금해져서 평점 줌 다들 바다 해양생물 환경보호 합시다,rytq****
8,2026-02-25 12:52,행복은 단순한 것이다. 하지만 행복은 한순간에 사라질 수도 있다.,delu****
7,2026-02-25 00:17,카메론의 판타지는 설득력있다,ysy5****
10,2026-02-24 19:51,진짜 나도 같이 물에 있는 느낌 영상미 최고,aram****
8,2026-02-24 19:39,돌비시네마 가서 봤는데 영상미는 좋았음 스토리는 1편이랑 거의 똑같은 것 같아서 아쉬움,dlrg****
10,2026-02-24 18:33,영화 너무 재밌게 봤어요 연기 잘해요,un95****
10,2026-02-24 17:31,아바타: 물의 길다음에 또 보고 싶어요,west****
8,2026-02-24 12:48,1보다는 아쉬웠지만 영상미가 매우 뛰어났다!,haer****
10,2026-02-24 08:11,좋은 영화 감사드립니다.,zif7****
6,2026-02-24 08:07,내가 살아있는 동안 아바타가 나오면 일단 보기는 한다,mj_m****
8,2026-02-24 08:06,전작만큼의 감동은 없지만 좋은 영상미,cksd****
10,2026-02-24 01:53,압도적인 수중 비주얼과 스케일이 돋보이는 블록버스터.,altn****
8,2026-02-24 01:53,스토리는 아쉬우나 영상만 봐도 돈값함,smar****
7,2026-02-24 00:39,진짜 나비족이 되어 물속에 들어간 느낌,hjt0****
10,2026-02-23 23:43,나는 판도라 행성을 돌비에서 보는 그 순간을 잊지 못한다 스크린에서 펼쳐지는 장관.,samu****
7,2026-02-23 23:37,발전한건 씨지 메세지는 그대로 하지만 그게 10년이 지나 지금도 유효하다는게 문제,ojho****
10,2026-02-23 22:48,나름 좋은 영화였다 재밌었다,tkdd****
8,2026-02-23 21:38,물 관련은 참 잘만드는 감독,min3****
10,2026-02-23 20:52,재밌게 봤어요 추천합니다,sill****
10,2026-02-23 18:31,경이로울 정도의 시각적 혁명.,dodo****
8,2026-02-23 16:08,내용은 기억이 안나요... 노잼이어서 그랬나,ryu7****
6,2026-02-23 14:48,대체… 처음에 왜 물의 마을에 가야하는지 부터가 의문이다,kkcm****
10,2026-02-23 12:45,아바타 바다속 배경이 너무 이뻤어요,sr_6****
7,2026-02-23 12:44,영상미 하나만큼은 확실하게 책임짐 믿기지않을정도스토리는 그냥...그럼,rapa****
10,2026-02-23 12:28,추천할 감상 포인트가 너무 많은 훌륭한 영화였습니다.,wang****
10,2026-02-23 07:58,내가 물 속에 들어간 듯한 느낌,naes****
7,2026-02-23 00:38,물이 테마여서 볼 수 있는 다양한 것들이 좋았다,chik****
10,2026-02-22 19:21,추천할 감상 포인트가 너무 많은 훌륭한 영화였습니다.,jinz****
10,2026-02-22 17:43,런닝타임이 좀 길다는거 빼곤 완벽했던 영화.,ngdh****
6,2026-02-22 15:39,1편에 비해서는 정말 많이 아쉬웠다,wjd7****
8,2026-02-22 14:06,기대만큼 흥미진진 재밌게 관람했습니다,fras****
